date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:53:50	2320/2320	---M-Z	200	added ('OK')	text/xml	etag:%2215-1712850069;gz%22	https://www.littleangels.com.ng/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.littleangels.com.ng%2F&format=xml	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-json/oembed/1.0/embed9deb	(from https://www.littleangels.com.ng/)
16:53:51	2427/2427	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Nov%202023%2013:30:05%20GMT	https://www.littleangels.com.ng/wp-content/uploads/2023/11/cropped-Logo-2-32x32.png	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/2023/11/cropped-Logo-2-32x32.png	(from https://www.littleangels.com.ng/)
16:53:52	48716/48716	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Nov%202023%2013:30:04%20GMT	https://www.littleangels.com.ng/wp-content/uploads/2023/11/cropped-Logo-2-192x192.png	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/2023/11/cropped-Logo-2-192x192.png	(from https://www.littleangels.com.ng/)
16:53:52	43737/43737	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Nov%202023%2013:30:05%20GMT	https://www.littleangels.com.ng/wp-content/uploads/2023/11/cropped-Logo-2-180x180.png	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/2023/11/cropped-Logo-2-180x180.png	(from https://www.littleangels.com.ng/)
16:53:54	27316/27316	---M--	200	added ('OK')	font/woff2	date:Wed,%2029%20Nov%202023%2012:11:30%20GMT	https://www.littleangels.com.ng/wp-content/uploads/thim-fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa2JL7W0Q5n-wU.woff2	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/thim-fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa2JL7W0Q5n-wU.woff2	(from https://www.littleangels.com.ng/)
16:53:54	17612/17612	---M--	200	added ('OK')	font/woff2	date:Wed,%2029%20Nov%202023%2012:11:30%20GMT	https://www.littleangels.com.ng/wp-content/uploads/thim-fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa0ZL7W0Q5n-wU.woff2	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/thim-fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa0ZL7W0Q5n-wU.woff2	(from https://www.littleangels.com.ng/)
16:53:54	12768/12768	---M--	200	added ('OK')	font/woff2	date:Wed,%2029%20Nov%202023%2012:11:30%20GMT	https://www.littleangels.com.ng/wp-content/uploads/thim-fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa2ZL7W0Q5n-wU.woff2	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/thim-fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa2ZL7W0Q5n-wU.woff2	(from https://www.littleangels.com.ng/)
16:53:55	22524/22524	---M--	200	added ('OK')	font/woff2	date:Wed,%2029%20Nov%202023%2012:11:30%20GMT	https://www.littleangels.com.ng/wp-content/uploads/thim-fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa1pL7W0Q5n-wU.woff2	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/thim-fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa1pL7W0Q5n-wU.woff2	(from https://www.littleangels.com.ng/)
16:53:55	10496/10496	---M--	200	added ('OK')	font/woff2	date:Wed,%2029%20Nov%202023%2012:11:30%20GMT	https://www.littleangels.com.ng/wp-content/uploads/thim-fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa2pL7W0Q5n-wU.woff2	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/thim-fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa2pL7W0Q5n-wU.woff2	(from https://www.littleangels.com.ng/)
16:53:57	1163648/1163648	---M--	200	added ('OK')	application/json	etag:%2212-1712850065;;;%22	https://www.littleangels.com.ng/wp-json/	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-json/index.html	(from https://www.littleangels.com.ng/)
16:53:57	1/1	---M-Z	400	error ('Bad%20Request')	text/html	date:Thu,%2011%20Apr%202024%2015:53:57%20GMT	https://www.littleangels.com.ng/wp-admin/admin-ajax.php	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-admin/admin-ajax.php	(from https://www.littleangels.com.ng/)
16:53:57	80044/80044	---M--	200	added ('OK')	font/woff2	date:Wed,%2029%20Nov%202023%2012:11:30%20GMT	https://www.littleangels.com.ng/wp-content/uploads/thim-fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa25L7W0Q5n-wU.woff2	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/thim-fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa25L7W0Q5n-wU.woff2	(from https://www.littleangels.com.ng/)
16:53:57	46552/46552	---M--	200	added ('OK')	font/woff2	date:Wed,%2029%20Nov%202023%2012:11:30%20GMT	https://www.littleangels.com.ng/wp-content/uploads/thim-fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa1ZL7W0Q5nw.woff2	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/thim-fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa1ZL7W0Q5nw.woff2	(from https://www.littleangels.com.ng/)
16:53:58	107726/107726	---M-Z	200	added ('OK')	text/html	etag:%2216-1712850079;gz%22	https://www.littleangels.com.ng/about/	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/about/index.html	(from https://www.littleangels.com.ng/)
16:53:59	118512/118512	---M-Z	200	added ('OK')	text/html	etag:%2217-1712850079;gz%22	https://www.littleangels.com.ng/contact/	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/contact/index.html	(from https://www.littleangels.com.ng/)
16:53:59	241287/241287	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Nov%202023%2019:35:40%20GMT	https://www.littleangels.com.ng/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-07-at-13.02.20_4070bdf7.jpg	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-07-at-13.02.20_4070bdf7.jpg	(from https://www.littleangels.com.ng/)
16:54:00	96536/96536	---M-Z	200	added ('OK')	text/html	etag:%2218-1712850081;gz%22	https://www.littleangels.com.ng/login-2/	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/login-2/index.html	(from https://www.littleangels.com.ng/)
16:54:00	86829/86829	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Nov%202023%2013:04:19%20GMT	https://www.littleangels.com.ng/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-30-at-11.57.22_90cc4029.jpg	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-30-at-11.57.22_90cc4029.jpg	(from https://www.littleangels.com.ng/)
16:54:01	284368/284368	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Nov%202023%2019:43:38%20GMT	https://www.littleangels.com.ng/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-07-at-13.02.25_56ce843b.jpg	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-07-at-13.02.25_56ce843b.jpg	(from https://www.littleangels.com.ng/)
16:54:01	267843/267843	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Nov%202023%2013:28:50%20GMT	https://www.littleangels.com.ng/wp-content/uploads/2023/11/Logo-2.png	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/2023/11/Logo-2.png	(from https://www.littleangels.com.ng/)
16:54:01	47169/47169	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Dec%202023%2008:19:54%20GMT	https://www.littleangels.com.ng/wp-content/uploads/2023/12/WhatsApp-Image-2023-11-30-at-11.57.26_36c9efeb.jpg	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/2023/12/WhatsApp-Image-2023-11-30-at-11.57.26_36c9efeb.jpg	(from https://www.littleangels.com.ng/)
16:54:02	224445/224445	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Nov%202023%2019:48:01%20GMT	https://www.littleangels.com.ng/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-07-at-13.02.24_08b71406.jpg	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-07-at-13.02.24_08b71406.jpg	(from https://www.littleangels.com.ng/)
16:54:03	97406/97406	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Nov%202023%2013:04:42%20GMT	https://www.littleangels.com.ng/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-30-at-12.14.09_ba04a4ca.jpg	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-30-at-12.14.09_ba04a4ca.jpg	(from https://www.littleangels.com.ng/)
16:54:04	224730/224730	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Nov%202023%2020:20:22%20GMT	https://www.littleangels.com.ng/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-07-at-13.02.23_9c90f2ae.jpg	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-07-at-13.02.23_9c90f2ae.jpg	(from https://www.littleangels.com.ng/)
16:54:04	15176/15176	---M--	200	added ('OK')	image/jpeg	date:Sat,%2002%20Dec%202023%2008:36:06%20GMT	https://www.littleangels.com.ng/wp-content/uploads/2023/12/WhatsApp-Image-2023-11-30-at-19.12.09_ae4d0bf0-257x300.jpg	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/2023/12/WhatsApp-Image-2023-11-30-at-19.12.09_ae4d0bf0-257x300.jpg	(from https://www.littleangels.com.ng/)
16:54:04	15309/15309	---M--	200	added ('OK')	image/jpeg	date:Sat,%2002%20Dec%202023%2008:36:04%20GMT	https://www.littleangels.com.ng/wp-content/uploads/2023/12/WhatsApp-Image-2023-11-30-at-19.11.30_a9d27f7a-260x300.jpg	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/2023/12/WhatsApp-Image-2023-11-30-at-19.11.30_a9d27f7a-260x300.jpg	(from https://www.littleangels.com.ng/)
16:54:04	10589/10589	---M--	200	added ('OK')	image/jpeg	date:Sat,%2002%20Dec%202023%2009:03:14%20GMT	https://www.littleangels.com.ng/wp-content/uploads/2023/12/WhatsApp-Image-2023-11-30-at-19.32.23_7e1b8bb1-1-212x300.jpg	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/2023/12/WhatsApp-Image-2023-11-30-at-19.32.23_7e1b8bb1-1-212x300.jpg	(from https://www.littleangels.com.ng/)
16:54:05	16299/16299	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Dec%202023%2008:34:17%20GMT	https://www.littleangels.com.ng/wp-content/uploads/2023/12/WhatsApp-Image-2023-12-03-at-21.05.23_0d16a0c2-243x300.jpg	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/2023/12/WhatsApp-Image-2023-12-03-at-21.05.23_0d16a0c2-243x300.jpg	(from https://www.littleangels.com.ng/)
16:54:05	17193/17193	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Dec%202023%2008:34:14%20GMT	https://www.littleangels.com.ng/wp-content/uploads/2023/12/WhatsApp-Image-2023-12-01-at-22.24.32_e8e0dc99-300x300.jpg	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/2023/12/WhatsApp-Image-2023-12-01-at-22.24.32_e8e0dc99-300x300.jpg	(from https://www.littleangels.com.ng/)
16:54:06	14415/14415	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Dec%202023%2008:34:10%20GMT	https://www.littleangels.com.ng/wp-content/uploads/2023/12/WhatsApp-Image-2023-12-01-at-18.14.41_47ed997d-247x300.jpg	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/2023/12/WhatsApp-Image-2023-12-01-at-18.14.41_47ed997d-247x300.jpg	(from https://www.littleangels.com.ng/)
16:54:06	22053/22053	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Nov%202023%2013:28:50%20GMT	https://www.littleangels.com.ng/wp-content/uploads/2023/11/Logo-2-300x85.png	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/2023/11/Logo-2-300x85.png	(from https://www.littleangels.com.ng/)
16:54:06	197871/197871	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Nov%202023%2015:20:20%20GMT	https://www.littleangels.com.ng/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-04-at-17.16.44_7a2f9497.jpg	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-04-at-17.16.44_7a2f9497.jpg	(from https://www.littleangels.com.ng/)
16:54:07	102562/102562	---M-Z	200	added ('OK')	text/html	etag:%2219-1712850096;gz%22	https://www.littleangels.com.ng/events/learn-to-write-flash-fiction/	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/events/learn-to-write-flash-fiction/index.html	(from https://www.littleangels.com.ng/)
16:54:07	102496/102496	---M-Z	200	added ('OK')	text/html	etag:%2222-1712850098;gz%22	https://www.littleangels.com.ng/events/managing-time-for-study/	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/events/managing-time-for-study/index.html	(from https://www.littleangels.com.ng/)
16:54:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Apr%202024%2015:54:07%20GMT	https://www.littleangels.com.ng/blog	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/blog	(from https://www.littleangels.com.ng/)
16:54:07	99662/99662	---M-Z	200	added ('OK')	text/html	etag:%2221-1712850097;gz%22	https://www.littleangels.com.ng/events/	C:/Users/sunny/Desktop/little%20angels%20site/www.littleangels.com.ng/events/index.html	(from https://www.littleangels.com.ng/)
